Account #,City,Client
9066,REDDING,RIVERVIEW COUNTRY CLUB
9067,REDDING,LAKE REDDING GOLF COURSE
9068,REDDING,THAI CAFE
9069,REDDING,SHOWBOAT LOUNGE
9070,REDDING,THEORY COLLABORATIVE
9071,REDDING,JACK'S GRILL
9072,REDDING,ANGELO'S PIZZA PARLOR
9073,REDDING,OLD FIREHOUSE BBQ**********
9074,REDDING,GIRONDA'S RESTAURANT
9075,REDDING,CHICKEN SHACK
9076,REDDING,COCO MONGOLIAN BBQ
9077,REDDING,MOUNTAIN MIKE'S PIZZA
9078,BARTLE,BARTLE LODGE
9079,CALLAHAN,CALLAHAN EMPORIUM
9080,ETNA,MVP GAS
9081,CECILVILLE,DOYLE'S CAMP
9082,ETNA,RAY'S FOOD PLACE #25
9083,DORRIS,BAR 40*****************
9084,DORRIS,EL TAPATIO
9085,DORRIS,PRIMO PIZZA
9086,DORRIS,LANE'S MARKET
9087,DORRIS,HOSPITALITY DINNER HOUSE
9088,YREKA,DADDY O'S DINER*************
9089,DUNSMUIR,STAGE STOP 1
9090,DUNSMUIR,YAK'S ON THE 5
9091,DUNSMUIR,THRIFTWAY FOODS
9092,DUNSMUIR,DUNSMUIR PUB****************
9093,DUNSMUIR,MUNCHIES
9094,DUNSMUIR,GARY'S PIZZA FACTORY
9095,DUNSMUIR,SPIRITS BAR & LOUNGE
9096,DUNSMUIR,SENGTHONG'S TRADING CO
9097,DUNSMUIR,CAFE MADDALENA
9098,DUNSMUIR,EAGLES LODGE DUNSMUIR
9099,MCCLOUD,REGINATO'S MINI MART
9100,MCCLOUD,MCCLOUD MARKET
9101,MCCLOUD,AMERICAN LEGION POST #92
9102,MCCLOUD,SQUAW VALLEY RIDING CLUB
9103,MCCLOUD,WHITE MOUNTAIN CAFE  NEW
9104,SACRAMENTO,ALASKA AIRLINES
9105,MCCLOUD,MCCLOUD HOTEL
9106,MCCLOUD,SHASTA VIEW LODGE
9107,MCCLOUD,MCCLOUD CHEVRON
9108,REDDING,MARKET ST STEAKHOUSE
9109,MCCLOUD,MCCLOUD GOLF CLUB
9110,MONTAGUE,DUTCHMAN RESTAURANT*********
9111,MONTAGUE,CORNER CLUB
9112,MONTAGUE,MAYTEN STORE
9113,MONTAGUE,COPCO LAKE STORE
9114,MONTAGUE,CORTRIGHTS MARKET
9115,MONTAGUE,SHASTA VALLEY GOLF CLUB
9116,CAMINO,WINE COUNTRY MARKET
9117,ETNA,DENNY BAR COMPANT
9118,SACRAMENTO,HOUSE KITCHEN AND BAR
9119,ETNA,"TRAILHEAD, THE**************"
9120,ETNA,ETNA DELI
9121,FORKS OF SALMON,FORKS OF SALMON GENL STORE**
9122,FORT JONES,RAY'S FOOD PLACE #26
9123,FORT JONES,FIVE MARYS BURGERHOUSE
9124,FORT JONES,LALOS FORT JONES********
9125,FORT JONES,F F F BOWLING***************
9126,HORNBROOK,HORNBROOK MERCANTILE********
9127,FORT JONES,FORT JONES CHEVRON
9128,GREENVIEW,MEAN GENES MARKET
9129,GRENADA,3 J TRUCK STOP
9130,GRENADA,FERGIE'S QWIK STOP**********
9131,HAMBURG,RAINBOW RESORT********
9132,HAPPY CAMP,PIZZA HOUSE
9133,HAPPY CAMP,DOUBLE J SPORTS & SPIRITS
9134,HAPPY CAMP,PARRY'S MARKET************
9135,HAPPY CAMP,FRONTIER LODGE***********
9136,HATFIELD,STATELINE GENERAL STORE*****
9137,HORNBROOK,HORNBROOK CHEVRON
9138,HORNBROOK,FISHOOK**********
9139,HORNBROOK,ANGLER'S PARADISE*********
9140,HORNBROOK,ALL STAR LIQUORS
9141,HORNBROOK,FIRST & LAST CHANCE SALOON
9142,HORNBROOK,J & D FAMILY DINER**********
9143,MACDOEL,MACDOEL SHELL
9144,MOUNT SHASTA,VIVIFY**********************
9145,MT SHASTA,MT SHASTA SUPER MARKET
9146,MT SHASTA,MT SHASTA BOARD & SKI PARK
9147,MT SHASTA,SAY CHEESE PIZZA
9148,MOUNT SHASTA,BEST WESTERN TREEHOUSE INN
9149,SACRAMENTO,MAGPIE CAFE
9150,MOUNT SHASTA,ROUND TABLE PIZZA
9151,MT SHASTA,RAY'S FOOD PLACE #24
9152,MOUNT SHASTA,LUCILLES TAVOLINO***********
9153,MOUNT SHASTA,ANDAMAN THAI CUISINE
9154,MOUNT SHASTA,BURGER EXPRESS
9155,YREKA,STRINGS ITALIAN CAFE
9156,MOUNT SHASTA,MT SHASTA ELKS LODGE #2333
9157,MOUNT SHASTA,THE LIQUOR STOP*************
9158,MOUNT SHASTA,WATSONS VETS CLUB
9159,MOUNT SHASTA,LALO'S MEXICAN RESTAURANT
9160,MOUNT SHASTA,TRINITY CAFE
9161,MOUNT SHASTA,MT SHASTA KOA & CAMPGROUND
9162,MOUNT SHASTA,MIKE & TONY'S RESTAURANT
9163,OROVILLE,7 ELEVEN STORE #14063 COD
9164,YUBA CITY,BUFFALO WILD WINGS #3744
9165,MOUNT SHASTA,GOLD ROOM THE
9166,MOUNT SHASTA,SEVEN SUNS COFFEE & CAFE****
9167,MOUNT SHASTA,LILY'S
9168,MOUNT SHASTA,CASA RAMOS
9169,MOUNT SHASTA,SHASTA INN
9170,MOUNT SHASTA,PIEMONT RESTAURANT**********
9171,MOUNT SHASTA,PHUKET CAFE THAI CUISINE
9172,MOUNT SHASTA,****TITOS MEXICAN REST *****
9173,MOUNT SHASTA,MT SHASTA RESORT
9174,MOUNT SHASTA,LAKE SISKIYOU CAMP RESORT NE
9175,MOUNT SHASTA,LAKE SISKIYOU CAMP RESORT
9176,MOUNT SHASTA,YAKS GONE WILD**************
9177,MOUNT SHASTA,MT SHASTA SHELL
9178,MOUNT SHASTA,SPORTS & SPIRITS
9179,MOUNT SHASTA,RITE AID #06103
9180,IGO,ONO STORE & CAFE
9181,MOUNT SHASTA,LAKE ST STAION
9182,SEIAD VALLEY,SEIAD VALLEY STORE
9183,SOMESBAR,SALMON RIVER OUTPOST
9184,TRINITY CENTER,TRINITY MT MEADOW RESORT
9185,TULELAKE,ROSS MARKET
9186,TULELAKE,JOCK'S SUPERMARKET
9187,TULELAKE,"HOMESTEAD BAR, THE"
9188,TULELAKE,MIKE & WANDA'S STEAKHOUSE***
9189,WEED,LAKE SHASTINA GOLF RESORT
9190,WEED,HI LO CAFE
9191,WEED,MOUNTAIN VIEW CHEVRON
9192,WEED,DOS AMIGOS
9193,WEED,PILOT TRAVEL CENTER #137
9194,WEED,WEED GOLF CLUB
9195,WEED,PAPA'S PLACE
9196,WEED,MT SHASTA BREWING CO
9197,WEED,HANDY STOP
9198,YREKA,EASY MART
9199,YREKA,GRANDMA'S HOUSE RESTAURANT**
9200,YREKA,ROADHOUSE EXPRESS 1
9201,YREKA,SISKIYOU MOTOR SPEEDWAY
9202,YREKA,MINER STREET STATION
9203,YREKA,PUERTO VALLARTA RESTAURANT
9204,YREKA,CASA RAMOS MEXICAN REST
9205,CANYON DAM,"COUNTRY STORE, THE"
9206,WEED,PIZZA FACTORY
9207,WEED,CEDAR LANES
9208,WEED,SOUTH WEED SHELL
9209,YREKA,LOG CABIN CLUB THE
9210,YREKA,ROUND TABLE PIZZA
9211,YREKA,REX CLUB
9212,YREKA,YREKA CHEVRON
9213,YREKA,THE WINE BAR & BISTRO
9214,YREKA,JOLLEY'S CLUB SALOON
9215,YREKA,BRAND N IRON STEAK HOUSE
9216,YREKA,RITE AID #06104
9217,YREKA,RAIN ROCK CASINO
9218,YREKA,BLACK BEAR DINER
9219,YREKA,NATALEE THAI CUISINE
9220,GRENADA,LIQUOR EXPO
9221,WEED,WEED CHEVRON
9222,WEED,ERICKSON SHELL
9223,MCCLOUD,MCCLOUD RIVER MERCANTILE
9224,WEED,MINERAL SPRINGS RESTAURANT
9225,YREKA,MINERS STREET SPORTS PUB****
9226,YREKA,MING'S CHINESE RESTAURANT
9227,YREKA,LALOS MEXICAN RESTAUANT
9228,YREKA,BRICKHOUSE BAKERY & PIZZERIA
9229,YREKA,YREKA ELKS LODGE
9230,BLAIRSDEN,GUMBAS FAMILY PIZZA
9231,BLAIRSDEN,GRIZZLY GRILL
9232,BLAIRSDEN,GUMBA'S FAMILY PIZZA
9233,BLAIRSDEN,FEATHER RIVER INN
9234,BLAIRSDEN,UNDER COVER ALE WORKS
9235,BLAIRSDEN,CUCCIA'S
9236,BLAIRSDEN,RIVER PINES RESTAURANT
9237,BLAIRSDEN-GRAEA,NEIGHBORS BAR B QUE
9238,BLAIRSDEN,TWO RIVERS SOCCER CAMP
9239,CAMP PRATTVILLE,CAMP PRATTVILLE
9240,CANYON DAM,LAKE COVE RESORT & MARINA***
9241,CHESTER,CHESTER OLD TOWN CAFE
9242,CHESTER,BIDWELL HOUSE THE
9243,WEAVERVILLE,WEAVERVILLE MARKET
9244,CHESTER,MT LASSEN CLUB
9245,CHESTER,CORNER STORE
9246,CHESTER,PIZZA FACTORY CHESTER
9247,CHESTER,KOPPER KETTLE CAFE
9248,CHESTER,KNOTBUMPER
9249,CHESTER,LAKE ALMANOR TAVERN*********
9250,CHESTER,BUZZ MART SHELL
9251,CHESTER,BURGER DEPOT
9252,CHESTER,ALMANOR BOWL****************
9253,CHESTER,TIMBER HOUSE REST & LOUNGE**
9254,CHESTER,HAPPY GARDEN CHINESE REST.
9255,GRIDLEY,7 ELEVEN STORE #22468 SODA
9256,CHESTER,MI CASITA
9257,CHESTER,ALMANOR WEST GRILL
9258,CHILCOOT,WIGGIN'S TRADING POST
9259,SUISUN CITY,7 ELEVEN STORE #32180 SODA
9260,FAIRFIELD,7 ELEVEN STORE #39283 SODA
9261,CLIO,WHITEHAWK RANCH GOLF CLUB
9262,VACAVILLE,7 ELEVEN STORE #39284 SODA
9263,CRESCENT MILLS,MOUNTAIN HUFF GOLF COURSE***
9264,CRESCENT MILLS,CRESCENT HOTEL****
9265,SACRAMENTO,ROUND TABLE PIZZA
9266,CROMBERG,NEIGHBORS COUNTRY MARKETPLAC
9267,YUBA CITY,HAMPTON INN & SUITES
9268,SACRAMENTO,HAMPTON INN AND SUITES
9269,CROMBERG,MT TOMBA INN
9270,GRAEAGLE,OLSEN'S CABIN***************
9271,GRAEAGLE,GRAY EAGLE LODGE
9272,GRAEAGLE,GOLD LAKE LODGE
9273,GRAEAGLE,GRAEAGLE MEADOWS CLUBHOUSE
9274,LOS MOLINOS,FAST TRACK GAS & FOOD
9275,GRAEAGLE,GRAEAGLE RESTAURANT
9276,GRAEAGLE,KNOTTY PINE TAVERN**********
9277,GRAEAGLE,MOHAWK TAVERN
9278,GREENVILLE,MOUNTAIN VALLEY PIZZA
9279,GREENVILLE,NELLZ TOWNE PUMP
9280,GREENVILLE,WAY STATION
9281,GREENVILLE,ANNA'S CAFE
9282,CHICO,1078 GALLERY
9283,JOHNSVILLE,IRON DOOR
9284,LA PORTE,LA PORTE SPORTSMAN PIZZA PUB
9285,LAKE ALMANOR,BAILEY CREEK GOLF COURSE****
9286,LAKE ALMANOR,PIZZA AT THE BRANCH
9287,LAKE ALMANOR,LAKE ALMANOR INN
9288,LAKE ALMANOR,RED ONION GRILL  NEW
9289,LAKE ALMANOR,LAKE ALMANOR STATION
9290,ROSEVILLE,DAVE & BUSTERS
9291,LAKE ALMANOR,PENINSULA GRILL
9292,LAKE ALMANOR,KNOTTY PINE RESORT
9293,LAKE ALMANOR,BIG COVE RESORT
9294,LAKE ALMANOR,BOBBY ROMAS*****************
9295,LAKE ALMANOR,TANTARDINO'S
9296,WOODLAND,TREASURE DRAGON
9297,MEADOW VALLEY,TEN TWO
9298,MEADOW VALLEY,MEADOW VALLEY COUNTRY MARKET
9299,MEADOW VALLEY,HASKIN'S VALLEY INN
9300,PORTOLA,RED & WHITE MARKET
9301,PORTOLA,BANK CLUB
9302,PORTOLA,PIZZA FACTORY PORTOLA
9303,PORTOLA,"LOG HOUSE, THE *************"
9304,PORTOLA,CARMELITA MEXICAN RESTAURANT
9305,PORTOLA,COFFEE TREE EXPRESS
9306,CARMICHAEL,ORIENTAL RESTAURANT*********
9307,PORTOLA,CALPINE ELKS LODGE #2432
9308,PORTOLA,CHALET VIEW LODGE
9309,PORTOLA,J & J'S GRIZZLY STORE
9310,PORTOLA,FEATHER RIVER FOOD CO OP
9311,PORTOLA,HONG KONG RESTAURANT
9312,SACRAMENTO,CIDER HOUSE
9313,QUINCY,"DRUNK BRUSH, THE"
9314,QUINCY,BUCKS LAKESHORE RESORT
9315,QUINCY,FUEL STAR
9316,QUINCY,RITE AID #06093
9317,QUINCY,CHAMPIONS PIZZA & WINGS
9318,QUINCY,FUEL STAR
9319,QUINCY,MI CASITA RESTAURANT
9320,QUINCY,HIGH BLUE
9321,QUINCY,GOLDEN KING RESTAUANT
9322,QUINCY,LA SIERRA LANES
9323,QUINCY,EASTSIDE PUBLIC HOUSE
9324,QUINCY,ONE STOP
9325,QUINCY,QUINCY ELKS LODGE #1884
9326,BENICIA,7 ELEVEN STORE #37947 COD
9327,QUINCY,JANICE'S CANTINA STEAKHOUSE
9328,QUINCY,GREENHORN CREEK GUEST RANCH
9329,QUINCY,MOONS RESTAURANT
9330,QUINCY,QUINTOPIA BREWING CO
9331,QUINCY,JEFFEREY'S PUB AND GRUB
9332,QUINCY,SWEET LORRAINE'S GOOD FOOD
9333,QUINCY,GROCERY OUTLET #388
9334,QUINCY,MAIN STREET SPORTS BAR
9335,QUINCY,PIZZA FACTORY
9336,FOLSOM,THAI LOTUS******************
9337,SENECA,SENECA INC
9338,FAIRFIELD,MEXCOR DISTRIBUTORS******
9339,TAYLORSVILLE,CALIF. LAND MNGMENT SVCS
9340,PLACERVILLE,"BAND ROOM, THE"
9341,TAYLORSVILLE,YOUNG'S MARKET
9342,CHICO,PARKSIDE TAP  HOUSE
9343,ROCKLIN,BRASS TAP
9344,VINTON,VINTON STORE****
9345,REDDING,TACO BARN************
9346,REDDING,"LIGHTHOUSE, THE"
9347,REDDING,PUERTO VALLARTA
9348,REDDING,SMOKEHAUS PIZZA AND PINES
9349,REDDING,DUZIE'S
9350,REDDING,COUNTRY BOWL
9351,REDDING,SHASTA LANES
9352,REDDING,HILTON GARDEN INN
9353,REDDING,SAILING BOAT RESTAURANT
9354,REDDING,EL MARIACHIS RESTAURANT
9355,REDDING,GOLDEN LANTERN
9356,REDDING,TAQUERIA LOS GORDIS
9357,REDDING,"SANDTRAP RESTAURANT, THE"
9358,REDDING,CHURN CREEK GOLF COURSE
9359,REDDING,7 ELEVEN STORE #20090 COD
9360,REDDING,GUADALAJARA RESTAURANT
9361,REDDING,KOBE SEAFOOD & STEAKHOUSE
9362,REDDING,WESTERN REFINING #6280 SODA
9363,REDDING,OUTBACK STEAKHOUSE
9364,REDDING,SHERATON REDDING
9365,REDDING,CHIPOTLE MEXICAN GRILL
9366,REDDING,RED ROBIN AMERICAS BURGERS
9367,REDDING,OLIVE GARDEN ITALIAN REST
9368,REDDING,RED LOBSTER RESTAURANT #555
9369,REDDING,SAKURA SUSHU
9370,REDDING,JEFF'S CALIF CATTLE CO
9371,RED BLUFF,WESTERN REFINING #6164 SODA
9372,RED BLUFF,ROCKIN R RESTAURANT
9373,RED BLUFF,APPLEBEE'S NEIGHBORHOOD GRIL
9374,REDDING,FAMOUS DAVES BARBECUE
9375,RED BLUFF,CARLITO'S
9376,RED BLUFF,LUIGI'S PIZZA
9377,RED BLUFF,ROUND TABLE PIZZA #8
9378,RED BLUFF,RIVERBEND STORE-ON
9379,RED BLUFF,GREEN BARN STEAK HOUSE
9380,RED BLUFF,ELKS LODGE #1250
9381,RED BLUFF,RED BLUFF SHELL
9382,SACRAMENTO,UNITED OIL #5519
9383,RED BLUFF,WILCOX OAKS GOLF CLUB
9384,RED BLUFF,SHARI'S RESTAURANT**********
9385,RED BLUFF,ES LOCKER ROOM
9386,RED BLUFF,LOS MARIACHE************
9387,RED BLUFF,COUNTRYSIDE CAFE************
9388,RED BLUFF,PALOMINO ROOM
9389,ROSEVILLE,7 ELEVEN STORE #39619A COD
9390,RED BLUFF,PEKING RESTAURANT
9391,RED BLUFF,CASA RAMOS MEXICAN RESTAURAN
9392,RED BLUFF,OAK CREEK GOLF COURSE
9393,RED BLUFF,AMERICAN LEGION POST #167
9394,RED BLUFF,WESTERN REFINING #6284 SODA
9395,RED BLUFF,WESTERN REFINING #6284/68190
9396,RED BLUFF,BURRITO BANDITO
9397,YREKA,EL ZAGVA**********
9398,YREKA,PAT'S BBQ EXPRESS***********
9399,RED BLUFF,COZY DINER**********
9400,RED BLUFF,PIZZA HUT**********
9401,FOLSOM,GAS LIGHT COMPANY THE
9402,RED BLUFF,TIP'S BAR
9403,RED BLUFF,DOWNTOWN ALE HOUSE
9404,RED BLUFF,LA CORONA MEXICAN RESTAURANT
9405,RED BLUFF,LUCKY CHINESE RESTAURANT
9406,SACRAMENTO,OBLIVION COMICS & COFFEE
9407,GERBER,MIRA COUNTRY MARKET*********
9408,ROSEVILLE,WALGREENS #16058
9409,LOS MOLINOS,MILL CREEK RESTAURANT
9410,MANTON,MANTON CORNERS
9411,LINCOLN,DILLIANS BAR AND GRILL
9412,MILL CREEK,FIRE MOUNTAIN LODGE
9413,MILL CREEK,ST BERNARD LODGE
9414,MINERAL,DEER CREEK LODGE
9415,PAYNES CREEK,ORIGINAL PAYNES CREEK STORE
9416,ELK GROVE,7 ELEVEN STORE #39573 COD
9417,PROBERTA,HARVEY'S MARKET
9418,WEAVERVILLE,CHEVRON TOP PLAZA
9419,WEAVERVILLE,TRINITY ALPS GOLF COURSE
9420,WEAVERVILLE,LIGHTHOUSE
9421,WEAVERVILLE,TANGLE BLUE
9422,WEAVERVILLE,LA MEXICANA TAQUERIA
9423,WOODLAND,MARISCOS EL PANTANO
9424,CORNING,MARCO'S PIZZA
9425,CORNING,LA FORTUNA******************
9426,CORNING,99 CENTS PLUS GROCERY
9427,CORNING,7 ELEVEN STORE #20054 COD
9428,CORNING,RANCHO GRANDE
9429,CORNING,FLYING BOAT CHINESE REST****
9430,SACRAMENTO,7 ELEVEN STORE #39572 SODA
9431,CORNING,LOVES TRAVEL STOP #410
9432,CORNING,HOUSE OF BREWS COFFEE
9433,CORNING,JAVA LANES
9434,SHASTA LAKE,AMERICAN LEGION POST #720
9435,SHASTA LAKE,PIZZA FACTORY
9436,SHASTA LAKE,LATINOS RESTAURANT
9437,SHASTA LAKE,DIGGER BAY MARINA***********
9438,SHASTA LAKE,PACKERS BAY MARINA
9439,SHASTA LAKE,SILVER DOLLAR CLUB
9440,SHASTA LAKE,GRILLIONAIRES
9441,SHASTA LAKE,RITE AID #06480
9442,SHASTA LAKE,JOE'S GIANT ORANGE RESTAURAN
9443,SHASTA LAKE,OLD MILL EATERY
9444,REDDING,LA FOGATA RESTAURANT
9445,REDDING,CASTLE LOUNGE
9446,REDDING,WOODYS BREWING CO
9447,REDDING,THAT KITCHEN PLACE*****
9448,REDDING,CASA RAMOS
9449,REDDING,COUNTRY KITCHEN & BAKERY
9450,REDDING,FAR EAST CAFE*******
9451,REDDING,CHU TOO
9452,REDDING,LA CABANA
9453,REDDING,RIVER TASALMI RESTAURANT****
9454,REDDING,LIM'S CAFE
9455,REDDING,SMART STOP MARKET
9456,REDDING,"TROPICS, THE"
9457,REDDING,TASTE & SEE CREAMERY********
9458,REDDING,KAMPAI SUSHI
9459,REDDING,VFW REDDING POST #1934
9460,REDDING,PIO LOCO RESTAURANT*********
9461,REDDING,CORBETT'S RESTAURANT
9462,FOLSOM,UNITED OIL #5754
9463,REDDING,TORTILLA FLATS
9464,REDDING,BURRITO BANDITO
9465,REDDING,CARNEGIES
9466,TRUCKEE,THAI DELICACY
9467,TRUCKEE,SCHAFFER'S MILL CLUB
9468,REDDING,REDDING'S ULTIMATE PIZZA
9469,REDDING,CINEMARK THEATER #209
9470,REDDING,LULU'S
9471,REDDING,ALLEN'S GOLF COURSE
9472,REDDING,MINI MAXWELLS
9473,REDDING,MARY'S PIZZA SHACK
9474,REDDING,SILVERTHORN RESORT
9475,REDDING,THUNDERBIRD LOUNGE SQUIRE RM
9476,REDDING,ROUND TABLE PIZZA #6
9477,REDDING,BIG LEAGUE DREAMS
9478,REDDING,CHINA KITCHEN
9479,REDDING,WONDERLAND TAVERN
9480,REDDING,PETER CHU'S SKYROOM
9481,REDDING,BRASSERIE THE
9482,REDDING,WESTERN REFINING #6280/68194
9483,COLUSA,EL TORO LOCO #4
9484,EL DORADO HILLS,TARGET #2270
9485,MCARTHUR,BUCKHORN SALOON
9486,FOLSOM,ELLIOTT'S NATURAL FOODS*****
9487,SACRAMENTO,LE CROISSANT DELICATESSEN
9488,VALLEJO,7 ELEVEN STORE #16729 SODA
9489,SACRAMENTO,IRONHORSE TAVERN
9490,ANDERSON,SAFEWAY GAS #273
9491,OROVILLE,QUIK SHOP #2
9492,REDDING,SAVORY SPOON
9493,REDDING,ALEHOUSE PUB
9494,DAVIS,7 ELEVEN STORE #14116 SODA
9495,RED BLUFF,ROUND UP SALOON
9496,ORLAND,CAPAY'S
9497,TRUCKEE,UNCORKED TRUCKEE
9498,SUSANVILLE,WAL MART #1616
9499,ELK GROVE,PHO LOTUS
9500,FOLSOM,THAI PARADISE
9501,FAIRFIELD,SMOKE PLUS
9502,SACRAMENTO,CLUB AT NATOMAS PARK
9503,RED BLUFF,TAI'S DELI
9504,REDDING,WAL MART #2537
9505,FOLSOM,CHEVRON #2211
9506,SACRAMENTO,WAYSIDE NOODLES*************
9507,DAVIS,DAVIS TEXTBOOKS
9508,YREKA,SISKIYOU LANES*******
9509,SACRAMENTO,7 ELEVEN STORE #38424 COD
9510,WEAVERVILLE,MOUNTAIN MARKET PLACE
9511,SACRAMENTO,FRANK
9512,SACRAMENTO,NATOMAS HIGH SCHOOL
9513,ELK GROVE,JOURNEY TO THE DUMPLING
9514,FALLBROOK,DORNBUSH DISTRIBUTION
9515,EL DORADO HILLS,7 ELEVEN STORE #41230 COD
9516,FAIR OAKS,SAFEWAY STORE #1846
9517,SACRAMENTO,GOLDEN VALLEY MARKETS
9518,EL DORADO HILLS,EL DORADO SALOON************
9519,ROSEVILLE,OPERA HOUSE
9520,MCCLELLAN AFB,BEACH HUT DELI
9521,CARMICHAEL,JOHNNY'S CLUB 53
9522,CHICO,N & N MARKET
9523,OLYMPIC VALLEY,CORNICE CANTINA*************
9524,CAMERON PARK,RITE AID #06526
9525,SACRAMENTO,7 ELEVEN STORE #29253 SODA
9526,SACRAMENTO,CIGARETTE LAND
9527,CHICO,JT'S OVEN
9528,WOODLAND,T & Y STRAWBERRY PATCH
9529,VACAVILLE,NUTRISHOP
9530,WASHINGTON,WASHINGTON HIST. ***********
9531,VALLEJO,CIGARETTE DEPOT
9532,SACRAMENTO,BAWK FRIED CHICKEN
9533,NORTH HIGHLANDS,"VEGETABLE SHACK, THE"
9534,SACRAMENTO,SUZIE BURGER
9535,COLLEGE CITY,COLLEGE CITY MARKET
9536,TRUCKEE,GRAY'S CROSSING
9537,COLUSA,QUIK STOP MARKET
9538,RANCHO CORDOVA,CVS PHARMACY #4950 - BEER
9539,CARMICHAEL,SKIPS
9540,ORANGEVALE,TIKI HUT CAFE***************
9541,WEAVERVILLE,STAGECOACH PIZZERIA & CAFE
9542,DUNSMUIR,HITCHING POST********
9543,MCARTHUR,CRUMB'S RESTAURANT
9544,SACRAMENTO,NEW GLORY CRAFT BEVERAGE
9545,SACRAMENTO,SMOKE 4 LESS
9546,SACRAMENTO,OLD SOUL AT THE WEATHERSTONE
9547,FOLSOM,MOUNTAIN MIKE'S PIZZA
9548,SACRAMENTO,7 ELEVEN STORE #29253 COD
9549,CITRUS HEIGHTS,7 ELEVEN STORE #24815 COD
9550,ROCKLIN,BISTRO 33 ROCKLIN*****
9551,WEED,BLACK BUTTE SALOON**********
9552,SACRAMENTO,NO CALIF BREWERS GUILD
9553,SACRAMENTO,CIRCLE M MARKET
9554,SACRAMENTO,CHILI'S GRILL & BAR
9555,SACRAMENTO,CHILI'S GRILL & BAR
9556,ROSEVILLE,BRODERICKS******************
9557,ROSEVILLE,CHILI'S GRILL & BAR
9558,RANCHO CORDOVA,CHILI'S GRILL & BAR
9559,REDDING,TAQUERIA LOS GORDOS
9560,COLFAX,OLD PHARMACY COFFEE HOUSE***
9561,ROSEVILLE,DICKEY'S BBQ PIT
9562,WOODLAND,VALERO
9563,ELK GROVE,CVS PHARMACY #1825 - SODA
9564,ELK GROVE,CVS PHARMACY #2124 - SODA
9565,SACRAMENTO,CVS PHARMACY #2290 - SODA
9566,ROCKLIN,CVS PHARMACY #2661 - SODA
9567,CAMERON PARK,CVS PHARMACY #3009 - SODA
9568,GALT,CVS PHARMACY #3022 - SODA
9569,SACRAMENTO,CVS PHARMACY #3066 - SODA
9570,FAIRFIELD,CVS PHARMACY #3075 - SODA
9571,ROSEVILLE,CVS PHARMACY #3862 - SODA
9572,EL DORADO HILLS,CVS PHARMACY #3909 - SODA
9573,REDDING,CVS PHARMACY #3911 - SODA
9574,RED BLUFF,CVS PHARMACY #3937 - SODA
9575,SACRAMENTO,CVS PHARMACY #3943 - SODA
9576,SACRAMENTO,CVS PHARMACY #3945 - SODA
9577,AUBURN,CVS PHARMACY #3947 - SODA
9578,FOLSOM,CVS PHARMACY #3950 - SODA
9579,SACRAMENTO,CVS PHARMACY #4151 - SODA
9580,RANCHO CORDOVA,CVS PHARMACY #4950 - SODA
9581,ELK GROVE,CVS PHARMACY #9132 - SODA
9582,DAVIS,CVS PHARMACY #9142 - SODA
9583,AUBURN,CVS PHARMACY #9150 - SODA
9584,GRASS VALLEY,CVS PHARMACY #9155 - SODA
9585,OROVILLE,CVS PHARMACY #9158 - SODA
9586,TRUCKEE,CVS PHARMACY #9174 - SODA
9587,WOODLAND,CVS PHARMACY #9180 - SODA
9588,PLACERVILLE,CVS PHARMACY #9184 - SODA
9589,ORLAND,CVS PHARMACY #9188 - SODA
9590,FAIR OAKS,CVS PHARMACY #9199 - SODA
9591,JACKSON,CVS PHARMACY #9233 - SODA
9592,DAVIS,CVS PHARMACY #9282 - SODA
9593,FAIRFIELD,CVS PHARMACY #9371 - SODA
9594,SOUTH LAKE TAHO,CVS PHARMACY #9376 - SODA
9595,ORANGEVALE,CVS PHARMACY #9487 - SODA
9596,POLLOCK PINES,CVS PHARMACY #9490 - SODA
9597,GRANITE BAY,CVS PHARMACY #9526 - SODA
9598,LINCOLN,CVS PHARMACY #9535 - SODA
9599,ROCKLIN,CVS PHARMACY #9546 - SODA
9600,CHICO,CVS PHARMACY #9599 - SODA
9601,MARYSVILLE,CVS PHARMACY #9691 - SODA
9602,FAIRFIELD,CVS PHARMACY #9712 - SODA
9603,SOUTH LAKE TAHO,CVS PHARMACY #9713 - SODA
9604,BENICIA,CVS PHARMACY #9761 - SODA
9605,CAMERON PARK,CVS PHARMACY #6793 - SODA
9606,CARMICHAEL,CVS PHARMACY #9809 - SODA
9607,FAIR OAKS,CVS PHARMACY #9814 - SODA
9608,VACAVILLE,CVS PHARMACY #9819 - SODA
9609,SACRAMENTO,CVS PHARMACY #9823 - SODA
9610,SACRAMENTO,CVS PHARMACY #9826 - SODA
9611,VALLEJO,CVS PHARMACY #9832 - SODA
9612,AUBURN,CVS PHARMACY #9914 - SODA
9613,VACAVILLE,CVS PHARMACY #9917 - SODA
9614,FOLSOM,CVS PHARMACY #9923 - SODA
9615,VALLEJO,CVS PHARMACY #9927 - SODA
9616,PARADISE,CVS PHARMACY #9930 - SODA***
9617,YUBA CITY,CVS PHARMACY #9932 - SODA
9618,DIXON,CVS PHARMACY #9950 - SODA
9619,ROSEVILLE,CVS PHARMACY #9958 - SODA
9620,SACRAMENTO,CVS PHARMACY #9972 - SODA
9621,WEAVERVILLE,CVS PHARMACY #9973 - SODA
